Date,Region,Rainfall (mm),Temperature (°C),Soil Type,Soil pH,Soil Nutrients (N-P-K),Latitude,Longitude,Altitude (m),Planting Date,Fertilizer Usage (kg/ha),Irrigation (mm),Pest & Disease Prevalence (%),Previous Year Yield (kg/ha),Maize Seed Variety,Market Price (KES/kg),Planting Density (plants/m²),Harvesting Date,Crop Health,Topography,Satellite Imagery,Price of Fertilizer (KES/kg)
2023-04-01,Nakuru,74,25.9,Loam,6.5,31-42-18,0.0572,36.4347,1151,2023-03-01,99,98,3,438,Hybrid-1,20.3,6,2023-07-15,Poor,Hilly,Normal,123
2023-04-01,Mombasa,138,27.4,Loam,6.6,50-20-11,0.7589,38.5408,2704,2023-03-01,54,80,17,445,Hybrid-2,23.4,8,2023-07-15,Good,Flat,Drought,173
2023-04-01,Nairobi,117,26.5,Loam,6.1,43-32-35,1.0457,37.8753,1782,2023-03-01,101,55,2,339,Local-1,19.0,6,2023-07-15,Poor,Hilly,Flooded,160
2023-04-01,Kisumu,51,26.8,Sandy,7.3,30-28-36,0.6198,37.4059,2962,2023-03-01,57,25,4,245,Local-1,19.7,5,2023-07-15,Poor,Wet,Normal,127
2023-04-01,Mombasa,25,27.4,Sandy,6.4,30-21-16,-1.6175,35.5888,2984,2023-03-01,104,88,5,282,Hybrid-2,20.4,5,2023-07-15,Poor,Flat,Flooded,148
2023-04-01,Nairobi,84,24.6,Sandy,6.8,38-42-22,2.4051,36.8316,1612,2023-03-01,148,45,20,403,Hybrid-2,21.8,6,2023-07-15,Average,Wet,Flooded,163
2023-04-01,Eldoret,101,26.7,Loam,6.6,12-10-44,2.1491,34.6002,1825,2023-03-01,85,14,5,485,Hybrid-2,20.6,8,2023-07-15,Poor,Hilly,Drought,161
2023-04-01,Eldoret,106,22.6,Loam,7.3,18-22-24,-3.6257,35.98,1156,2023-03-01,127,29,9,204,Local-1,20.0,4,2023-07-15,Average,Wet,Drought,138
2023-04-01,Eldoret,34,22.6,Sandy,7.1,41-35-18,-1.2734,36.1285,2381,2023-03-01,55,0,2,389,Hybrid-2,23.7,6,2023-07-15,Average,Flat,Flooded,153
2023-04-01,Mombasa,93,24.0,Clay,6.9,20-28-23,-3.2647,34.1578,1493,2023-03-01,97,59,13,200,Hybrid-1,19.8,5,2023-07-15,Average,Flat,Normal,110
2023-04-01,Kisumu,122,22.7,Loam,5.7,11-12-35,-2.5853,34.2953,1643,2023-03-01,138,39,3,444,Hybrid-2,22.7,4,2023-07-15,Average,Flat,Normal,102
2023-04-01,Mombasa,104,26.3,Sandy,6.4,50-49-20,-2.9686,37.4527,1384,2023-03-01,144,22,11,415,Hybrid-2,19.7,7,2023-07-15,Good,Wet,Normal,159
2023-04-01,Nairobi,23,21.8,Clay,6.1,31-41-47,2.8917,35.4753,1358,2023-03-01,56,93,18,371,Local-1,24.8,6,2023-07-15,Poor,Wet,Flooded,130
2023-04-01,Eldoret,84,21.2,Sandy,7.3,36-31-16,2.2931,39.1604,1698,2023-03-01,132,97,15,287,Hybrid-1,21.0,5,2023-07-15,Good,Hilly,Drought,127
2023-04-01,Nakuru,143,23.9,Loam,7.0,31-49-14,0.3343,38.2686,1836,2023-03-01,60,12,16,264,Hybrid-1,20.3,6,2023-07-15,Average,Flat,Flooded,153
2023-04-01,Mombasa,24,20.3,Sandy,5.7,25-39-40,0.1789,38.1415,2698,2023-03-01,81,89,8,224,Hybrid-2,19.9,4,2023-07-15,Poor,Wet,Drought,139
2023-04-01,Mombasa,82,29.8,Sandy,7.4,47-42-36,3.8814,37.0677,2475,2023-03-01,100,5,17,413,Hybrid-1,22.4,8,2023-07-15,Good,Flat,Drought,103
2023-04-01,Eldoret,92,22.7,Loam,5.7,25-13-20,3.1289,38.5933,2624,2023-03-01,64,69,6,260,Hybrid-1,24.2,5,2023-07-15,Good,Flat,Normal,144
2023-04-01,Eldoret,144,22.2,Sandy,6.8,29-29-10,-3.16,38.2988,1881,2023-03-01,141,24,2,316,Hybrid-1,21.6,4,2023-07-15,Good,Hilly,Normal,155
2023-04-01,Mombasa,6,26.9,Loam,6.2,22-49-32,-2.1477,34.1705,1172,2023-03-01,147,72,1,378,Hybrid-2,21.3,5,2023-07-15,Average,Hilly,Flooded,159
2023-04-01,Nairobi,140,22.4,Sandy,6.0,44-50-36,3.1865,39.3529,2210,2023-03-01,137,40,0,442,Hybrid-1,20.9,7,2023-07-15,Good,Hilly,Drought,180
2023-04-01,Nakuru,10,20.6,Clay,6.1,14-50-49,-0.4964,34.1869,2775,2023-03-01,57,58,18,230,Hybrid-1,20.1,7,2023-07-15,Poor,Hilly,Drought,113
2023-04-01,Nakuru,107,25.9,Loam,6.3,25-25-20,-2.7666,35.4188,2926,2023-03-01,138,76,4,362,Local-1,21.5,7,2023-07-15,Poor,Hilly,Flooded,197
2023-04-01,Nairobi,53,23.9,Loam,6.1,37-13-10,0.7809,35.9589,1161,2023-03-01,137,61,17,214,Local-1,18.1,8,2023-07-15,Average,Wet,Drought,133
2023-04-01,Kisumu,95,25.2,Sandy,6.6,15-26-12,-2.0854,36.2827,1330,2023-03-01,60,75,20,384,Local-1,19.0,6,2023-07-15,Average,Flat,Normal,115
2023-04-01,Eldoret,88,27.2,Clay,6.5,32-14-34,-0.7914,37.3545,1903,2023-03-01,77,77,7,390,Local-1,24.0,7,2023-07-15,Good,Flat,Flooded,110
2023-04-01,Kisumu,55,20.3,Loam,6.6,41-19-31,-3.5091,37.4758,1948,2023-03-01,86,83,2,336,Hybrid-1,23.6,8,2023-07-15,Good,Hilly,Normal,154
2023-04-01,Mombasa,59,26.0,Sandy,6.4,39-33-31,-2.7086,37.3672,2498,2023-03-01,113,89,11,477,Local-1,21.1,7,2023-07-15,Good,Wet,Normal,137
2023-04-01,Kisumu,145,25.3,Sandy,5.7,18-16-16,-1.4067,38.194,2975,2023-03-01,121,98,15,464,Hybrid-2,20.0,5,2023-07-15,Good,Flat,Drought,159
2023-04-01,Kisumu,130,20.8,Loam,6.6,43-33-35,2.1077,39.5655,2951,2023-03-01,148,20,6,253,Hybrid-2,22.9,8,2023-07-15,Good,Wet,Normal,180
2023-04-01,Nakuru,64,24.2,Loam,6.2,20-47-29,1.0665,34.0435,2073,2023-03-01,99,9,7,290,Hybrid-1,24.3,8,2023-07-15,Poor,Hilly,Normal,140
2023-04-01,Nakuru,12,25.8,Clay,6.8,30-10-31,2.7955,37.4097,2858,2023-03-01,142,15,6,291,Hybrid-2,21.6,7,2023-07-15,Good,Wet,Normal,128
2023-04-01,Nairobi,137,29.8,Sandy,5.7,15-10-23,0.4156,35.9452,1790,2023-03-01,86,54,3,490,Hybrid-1,22.2,5,2023-07-15,Poor,Wet,Normal,106
2023-04-01,Eldoret,134,26.5,Clay,6.8,12-45-36,1.4731,36.2284,1636,2023-03-01,57,38,16,241,Local-1,21.2,5,2023-07-15,Average,Wet,Flooded,182
2023-04-01,Nairobi,105,25.9,Sandy,7.3,46-10-33,-1.2489,34.8256,1746,2023-03-01,127,43,11,202,Hybrid-2,21.8,5,2023-07-15,Average,Flat,Flooded,180
2023-04-01,Nairobi,48,24.7,Loam,7.4,20-50-37,1.2092,34.1411,2488,2023-03-01,131,19,4,276,Hybrid-2,24.8,4,2023-07-15,Poor,Wet,Flooded,131
2023-04-01,Mombasa,50,21.1,Clay,6.0,14-47-19,2.7213,38.1048,2907,2023-03-01,97,50,18,338,Hybrid-1,19.4,8,2023-07-15,Good,Wet,Drought,118
2023-04-01,Nakuru,147,25.7,Sandy,6.7,10-13-36,1.5109,37.1405,2225,2023-03-01,66,31,10,375,Hybrid-2,19.2,7,2023-07-15,Average,Wet,Flooded,113
2023-04-01,Nairobi,4,25.0,Sandy,6.1,23-33-21,-1.4893,37.8578,1670,2023-03-01,130,48,16,434,Hybrid-1,24.0,7,2023-07-15,Average,Flat,Normal,129
2023-04-01,Nairobi,44,21.1,Loam,5.6,13-40-35,-2.6622,38.4152,2604,2023-03-01,132,67,6,430,Hybrid-1,22.3,4,2023-07-15,Good,Flat,Normal,157
2023-04-01,Kisumu,3,21.0,Sandy,5.8,39-32-36,1.0311,37.2591,2813,2023-03-01,60,68,4,303,Hybrid-2,23.2,4,2023-07-15,Poor,Flat,Drought,102
2023-04-01,Nakuru,57,28.0,Loam,6.4,21-38-47,-3.1321,39.0924,1018,2023-03-01,119,58,0,287,Local-1,24.2,8,2023-07-15,Average,Wet,Normal,185
2023-04-01,Eldoret,46,28.6,Clay,7.4,45-48-50,2.9411,35.7675,2079,2023-03-01,93,77,0,250,Hybrid-2,24.6,6,2023-07-15,Average,Wet,Flooded,132
2023-04-01,Eldoret,0,29.4,Sandy,5.7,30-18-15,2.4457,37.6233,2729,2023-03-01,131,33,16,292,Hybrid-1,19.4,8,2023-07-15,Poor,Wet,Drought,147
2023-04-01,Kisumu,47,28.0,Clay,6.8,20-49-32,-0.035,35.014,1284,2023-03-01,135,1,6,388,Hybrid-2,24.1,7,2023-07-15,Good,Hilly,Normal,137
2023-04-01,Nairobi,57,21.0,Loam,6.2,46-38-36,0.7697,39.2351,2051,2023-03-01,56,54,6,346,Local-1,18.4,4,2023-07-15,Average,Flat,Drought,138
2023-04-01,Kisumu,61,22.7,Loam,6.9,25-39-34,-2.0631,35.9738,2675,2023-03-01,72,46,16,252,Local-1,24.5,4,2023-07-15,Good,Wet,Drought,136
2023-04-01,Nairobi,34,28.8,Loam,6.2,10-49-41,-0.1802,39.1051,2606,2023-03-01,51,72,14,301,Hybrid-1,23.9,8,2023-07-15,Average,Flat,Normal,103
2023-04-01,Mombasa,63,20.9,Clay,6.1,50-11-23,-1.5722,37.3206,1856,2023-03-01,104,43,7,373,Hybrid-1,23.7,4,2023-07-15,Poor,Hilly,Flooded,123
2023-04-01,Mombasa,126,29.5,Clay,6.8,48-40-49,2.5291,39.7575,1755,2023-03-01,104,57,1,494,Local-1,20.2,8,2023-07-15,Poor,Hilly,Drought,182
2023-04-01,Eldoret,116,24.4,Loam,6.5,20-26-37,0.5983,37.9156,1849,2023-03-01,109,65,19,326,Hybrid-1,20.0,4,2023-07-15,Poor,Wet,Drought,136
2023-04-01,Eldoret,21,26.5,Loam,5.9,35-50-27,-0.3273,38.5289,2281,2023-03-01,120,44,8,381,Hybrid-2,24.2,5,2023-07-15,Good,Hilly,Normal,161
2023-04-01,Nakuru,75,28.7,Sandy,6.9,36-32-18,3.492,37.3529,2881,2023-03-01,53,41,0,402,Hybrid-2,21.9,7,2023-07-15,Average,Hilly,Drought,179
2023-04-01,Nairobi,130,22.7,Sandy,5.7,27-23-19,3.9726,37.8738,1536,2023-03-01,117,79,4,480,Hybrid-1,19.6,6,2023-07-15,Poor,Hilly,Drought,120
2023-04-01,Nairobi,120,21.8,Clay,7.3,43-45-23,-0.1118,39.4139,1872,2023-03-01,105,87,8,457,Hybrid-1,24.5,8,2023-07-15,Poor,Wet,Normal,112
2023-04-01,Nakuru,22,23.8,Sandy,6.4,36-21-47,-2.04,34.8999,1313,2023-03-01,121,92,14,238,Hybrid-1,19.0,8,2023-07-15,Poor,Flat,Flooded,194
2023-04-01,Kisumu,18,22.3,Clay,5.6,18-31-23,0.8251,35.3823,1102,2023-03-01,106,47,4,385,Hybrid-2,23.3,7,2023-07-15,Good,Wet,Flooded,131
2023-04-01,Kisumu,46,29.7,Clay,5.6,11-25-26,-0.1703,36.7609,1983,2023-03-01,68,85,9,485,Hybrid-1,18.1,7,2023-07-15,Good,Flat,Drought,199
2023-04-01,Nairobi,106,23.8,Sandy,7.1,43-38-49,3.5775,36.3984,1204,2023-03-01,81,63,9,481,Hybrid-1,20.9,6,2023-07-15,Average,Flat,Flooded,200
2023-04-01,Eldoret,150,26.9,Clay,7.2,33-19-36,-3.1029,34.3383,1162,2023-03-01,134,34,6,418,Hybrid-1,19.5,8,2023-07-15,Average,Wet,Normal,130
2023-04-01,Nakuru,150,26.4,Loam,6.1,38-22-17,0.6967,36.8259,2110,2023-03-01,78,14,1,260,Hybrid-2,20.2,5,2023-07-15,Good,Wet,Normal,101
2023-04-01,Kisumu,55,26.4,Clay,5.7,24-40-42,-1.8648,38.5149,2861,2023-03-01,140,93,11,470,Hybrid-2,20.1,8,2023-07-15,Poor,Wet,Flooded,158
2023-04-01,Eldoret,29,28.8,Clay,6.6,40-41-45,-1.3651,37.6964,2267,2023-03-01,86,89,6,209,Hybrid-1,22.0,4,2023-07-15,Average,Flat,Flooded,177
2023-04-01,Nakuru,10,28.5,Sandy,6.3,45-50-39,3.3157,38.0074,2120,2023-03-01,128,8,12,458,Hybrid-2,24.7,6,2023-07-15,Poor,Flat,Normal,102
2023-04-01,Nairobi,81,23.9,Loam,7.5,30-46-37,-2.5424,35.3528,2015,2023-03-01,55,39,7,220,Local-1,22.5,8,2023-07-15,Poor,Hilly,Normal,174
2023-04-01,Mombasa,113,20.2,Sandy,6.9,42-41-40,1.3999,34.0284,1055,2023-03-01,118,48,9,272,Hybrid-2,23.3,8,2023-07-15,Good,Wet,Normal,165
2023-04-01,Kisumu,60,25.7,Clay,7.2,37-43-49,-0.1663,34.8432,1332,2023-03-01,81,57,7,347,Hybrid-2,19.6,7,2023-07-15,Average,Hilly,Normal,118
2023-04-01,Mombasa,85,28.6,Sandy,5.9,13-27-30,3.363,34.848,2909,2023-03-01,105,93,9,413,Hybrid-2,18.4,4,2023-07-15,Poor,Hilly,Flooded,113
2023-04-01,Nakuru,9,26.2,Clay,6.3,13-12-33,-3.6122,37.1124,1804,2023-03-01,149,63,16,239,Local-1,23.5,7,2023-07-15,Good,Wet,Normal,155
2023-04-01,Eldoret,110,23.3,Sandy,6.6,25-50-28,-3.5728,38.2115,2897,2023-03-01,112,86,4,333,Hybrid-1,24.2,6,2023-07-15,Poor,Wet,Flooded,179
2023-04-01,Nairobi,79,29.7,Loam,7.2,49-37-20,-2.7012,35.2101,1932,2023-03-01,133,63,7,339,Hybrid-2,23.6,5,2023-07-15,Average,Flat,Flooded,196
2023-04-01,Nairobi,93,29.4,Loam,6.8,33-47-30,-1.3126,34.7032,1294,2023-03-01,137,86,16,228,Hybrid-2,22.2,4,2023-07-15,Poor,Flat,Drought,172
2023-04-01,Nakuru,97,21.8,Clay,6.6,23-40-46,-1.2655,38.9972,1596,2023-03-01,118,72,15,452,Hybrid-2,24.7,8,2023-07-15,Average,Wet,Flooded,138
2023-04-01,Kisumu,150,20.3,Sandy,7.0,24-13-22,-1.5782,37.2427,2597,2023-03-01,127,93,5,389,Hybrid-1,21.4,5,2023-07-15,Poor,Hilly,Drought,103
2023-04-01,Mombasa,133,29.3,Clay,7.0,17-49-45,-3.2121,36.9707,2152,2023-03-01,117,5,3,206,Local-1,21.1,8,2023-07-15,Poor,Wet,Flooded,124
2023-04-01,Mombasa,2,25.3,Sandy,5.5,38-24-21,-2.6649,37.2455,1196,2023-03-01,89,73,17,230,Hybrid-2,21.9,6,2023-07-15,Poor,Hilly,Flooded,199
2023-04-01,Nairobi,72,20.2,Sandy,6.7,42-44-24,1.7994,38.0897,2552,2023-03-01,146,86,15,207,Hybrid-1,23.1,4,2023-07-15,Good,Wet,Drought,149
2023-04-01,Mombasa,106,20.2,Sandy,6.6,19-34-10,1.8748,35.8584,1983,2023-03-01,91,13,7,461,Local-1,20.2,8,2023-07-15,Average,Hilly,Normal,116
2023-04-01,Mombasa,98,21.7,Sandy,6.4,42-45-10,0.8996,38.8647,1187,2023-03-01,61,20,20,225,Hybrid-2,23.0,8,2023-07-15,Poor,Hilly,Flooded,195
2023-04-01,Mombasa,126,22.4,Clay,6.5,41-48-35,1.05,39.3135,2194,2023-03-01,56,12,14,285,Hybrid-1,20.9,7,2023-07-15,Poor,Hilly,Drought,104
2023-04-01,Nakuru,116,29.6,Clay,7.5,47-12-30,1.7913,34.0378,2249,2023-03-01,90,45,7,269,Hybrid-2,20.8,8,2023-07-15,Good,Hilly,Normal,142
2023-04-01,Nakuru,94,22.6,Sandy,6.2,12-11-26,0.7255,36.8727,2321,2023-03-01,73,44,17,467,Hybrid-1,19.8,8,2023-07-15,Good,Flat,Flooded,108
2023-04-01,Eldoret,18,21.7,Clay,7.0,14-35-48,1.8293,36.7033,2099,2023-03-01,113,63,14,275,Hybrid-1,20.2,5,2023-07-15,Good,Hilly,Drought,199
2023-04-01,Nairobi,118,25.2,Sandy,6.1,47-29-38,-3.8836,37.3005,2191,2023-03-01,94,56,9,335,Hybrid-2,23.2,7,2023-07-15,Average,Hilly,Drought,121
2023-04-01,Nakuru,48,26.5,Loam,6.5,37-28-20,0.4889,34.6825,1795,2023-03-01,53,74,14,399,Hybrid-2,23.6,6,2023-07-15,Average,Flat,Normal,120
2023-04-01,Kisumu,93,27.8,Sandy,7.2,13-32-27,2.8529,38.5521,1323,2023-03-01,95,67,5,217,Hybrid-1,22.6,6,2023-07-15,Poor,Wet,Normal,139
2023-04-01,Nakuru,47,29.4,Loam,7.4,29-23-33,-1.3616,37.4027,1719,2023-03-01,86,20,16,200,Hybrid-2,24.1,7,2023-07-15,Poor,Flat,Normal,106
2023-04-01,Eldoret,91,25.3,Sandy,6.5,16-33-24,0.2506,35.2563,2341,2023-03-01,61,41,10,357,Hybrid-2,24.9,6,2023-07-15,Good,Hilly,Flooded,186
2023-04-01,Nakuru,113,24.8,Clay,6.9,26-32-38,3.0671,37.3748,1212,2023-03-01,50,53,14,445,Local-1,20.6,7,2023-07-15,Good,Flat,Drought,101
2023-04-01,Eldoret,100,23.6,Sandy,6.3,33-50-18,-3.9791,35.2759,1148,2023-03-01,123,20,19,226,Hybrid-2,22.2,6,2023-07-15,Good,Wet,Drought,155
2023-04-01,Mombasa,149,24.1,Loam,5.7,34-43-24,0.0297,37.9118,1195,2023-03-01,89,78,19,281,Hybrid-2,18.2,6,2023-07-15,Good,Hilly,Drought,126
2023-04-01,Mombasa,44,25.8,Sandy,5.8,33-14-33,-2.0466,34.2849,2961,2023-03-01,61,5,16,338,Hybrid-1,23.1,4,2023-07-15,Average,Flat,Normal,106
2023-04-01,Mombasa,127,20.2,Sandy,5.7,12-10-32,-0.817,37.1081,1645,2023-03-01,104,59,20,499,Local-1,19.5,6,2023-07-15,Good,Wet,Drought,130
2023-04-01,Mombasa,64,20.9,Sandy,5.5,31-19-36,-3.5939,39.676,2995,2023-03-01,101,40,11,354,Hybrid-1,21.1,7,2023-07-15,Average,Flat,Drought,139
2023-04-01,Nairobi,72,21.1,Sandy,6.2,35-42-29,0.9206,38.925,2582,2023-03-01,97,9,9,482,Hybrid-1,20.8,4,2023-07-15,Poor,Hilly,Flooded,177
2023-04-01,Kisumu,89,22.0,Sandy,6.9,41-21-11,0.9858,34.531,1174,2023-03-01,109,23,15,463,Local-1,23.2,6,2023-07-15,Good,Hilly,Drought,143
2023-04-01,Nairobi,62,24.0,Sandy,6.3,25-37-36,1.4287,39.5606,2708,2023-03-01,70,49,14,246,Local-1,22.1,8,2023-07-15,Poor,Flat,Normal,104
2023-04-01,Mombasa,2,28.3,Clay,7.5,12-29-19,-2.0021,37.2898,1909,2023-03-01,51,53,17,266,Local-1,24.0,4,2023-07-15,Average,Wet,Drought,195
2023-04-01,Nairobi,31,23.9,Loam,6.8,35-37-13,3.082,35.8297,2372,2023-03-01,104,39,1,355,Hybrid-2,24.9,6,2023-07-15,Poor,Hilly,Normal,151
2023-04-01,Nakuru,65,28.0,Clay,7.4,18-12-48,-1.8387,35.8359,2392,2023-03-01,125,80,0,269,Hybrid-2,19.1,5,2023-07-15,Average,Hilly,Drought,176
2023-04-01,Nakuru,49,21.5,Sandy,5.5,37-19-17,0.1851,38.7589,2119,2023-03-01,87,84,13,470,Local-1,22.7,4,2023-07-15,Good,Hilly,Flooded,119
2023-04-01,Nairobi,48,25.3,Loam,5.8,43-29-14,-1.7298,36.9735,1465,2023-03-01,103,98,1,281,Hybrid-1,18.3,4,2023-07-15,Poor,Flat,Flooded,175
2023-04-01,Nairobi,105,23.1,Clay,5.7,24-34-31,0.2652,39.9724,2115,2023-03-01,79,5,13,382,Local-1,23.8,8,2023-07-15,Good,Wet,Drought,146
2023-04-01,Kisumu,40,27.3,Clay,7.0,23-22-20,1.5326,38.9404,1819,2023-03-01,61,97,10,244,Hybrid-2,24.1,4,2023-07-15,Average,Hilly,Drought,141
2023-04-01,Mombasa,28,25.0,Sandy,6.3,32-47-32,-0.7139,35.5385,1643,2023-03-01,120,40,5,220,Hybrid-1,22.2,5,2023-07-15,Good,Wet,Flooded,100
2023-04-01,Nairobi,42,27.8,Loam,6.4,28-24-39,-2.2121,37.0411,2402,2023-03-01,136,45,9,285,Local-1,19.3,6,2023-07-15,Average,Wet,Flooded,180
2023-04-01,Mombasa,87,22.2,Clay,7.5,38-21-47,-1.7928,37.0763,1614,2023-03-01,117,81,5,235,Hybrid-2,18.5,8,2023-07-15,Average,Wet,Normal,104
2023-04-01,Eldoret,97,24.7,Sandy,7.2,13-32-23,3.0494,35.751,1694,2023-03-01,69,71,16,258,Hybrid-1,23.5,8,2023-07-15,Average,Flat,Normal,132
2023-04-01,Mombasa,15,29.1,Sandy,5.9,23-33-41,0.452,37.1527,2816,2023-03-01,89,72,4,437,Hybrid-1,25.0,6,2023-07-15,Good,Flat,Normal,149
2023-04-01,Eldoret,126,25.9,Clay,6.2,45-25-44,-3.9887,39.4791,2233,2023-03-01,92,10,6,421,Local-1,20.2,8,2023-07-15,Poor,Hilly,Flooded,117
2023-04-01,Kisumu,89,20.7,Sandy,7.0,24-48-39,2.8057,34.873,2877,2023-03-01,121,32,14,443,Hybrid-1,18.7,7,2023-07-15,Average,Flat,Flooded,126
2023-04-01,Kisumu,7,27.7,Sandy,5.7,26-34-40,-0.7908,39.2285,2170,2023-03-01,99,84,12,261,Hybrid-1,19.9,6,2023-07-15,Average,Wet,Normal,141
2023-04-01,Eldoret,57,23.9,Loam,6.8,41-50-24,1.383,39.547,1109,2023-03-01,110,66,0,293,Hybrid-1,21.4,5,2023-07-15,Poor,Hilly,Normal,138
2023-04-01,Nairobi,6,23.8,Sandy,6.0,15-24-36,1.2023,36.2016,1269,2023-03-01,95,45,14,355,Hybrid-1,21.7,5,2023-07-15,Poor,Flat,Drought,130
2023-04-01,Nairobi,89,23.7,Loam,7.1,26-24-20,-2.7063,35.0291,2869,2023-03-01,72,11,5,399,Hybrid-1,19.0,4,2023-07-15,Average,Wet,Flooded,160
2023-04-01,Kisumu,47,26.2,Clay,6.6,30-47-48,2.8185,37.5955,2457,2023-03-01,74,59,18,337,Hybrid-2,24.2,6,2023-07-15,Poor,Flat,Flooded,121
2023-04-01,Eldoret,86,22.5,Loam,6.4,21-10-28,3.6268,35.966,2951,2023-03-01,50,69,9,488,Hybrid-1,23.1,4,2023-07-15,Good,Flat,Drought,196
2023-04-01,Nairobi,82,28.3,Clay,5.7,15-19-32,1.0637,37.5182,2659,2023-03-01,148,83,13,334,Local-1,24.6,5,2023-07-15,Average,Flat,Drought,184
2023-04-01,Nairobi,83,20.5,Loam,5.5,14-44-35,2.7285,39.935,1250,2023-03-01,81,7,10,452,Hybrid-1,19.6,5,2023-07-15,Good,Wet,Flooded,197
2023-04-01,Mombasa,88,21.5,Sandy,5.9,20-39-49,-1.0802,39.4266,1738,2023-03-01,97,90,9,323,Hybrid-2,18.4,6,2023-07-15,Poor,Hilly,Drought,136
2023-04-01,Kisumu,103,23.0,Clay,7.2,17-28-23,-3.6286,36.5037,2508,2023-03-01,125,23,11,377,Hybrid-2,19.8,8,2023-07-15,Poor,Wet,Flooded,105
2023-04-01,Kisumu,144,27.6,Sandy,6.3,14-36-36,2.6517,38.6058,2549,2023-03-01,106,85,0,222,Hybrid-2,18.6,7,2023-07-15,Average,Flat,Normal,128
2023-04-01,Mombasa,134,27.7,Loam,7.3,11-30-20,3.8542,37.1574,3000,2023-03-01,114,65,11,274,Local-1,24.0,5,2023-07-15,Poor,Wet,Drought,141
2023-04-01,Kisumu,29,28.9,Clay,7.5,14-44-15,-0.1228,36.4548,2593,2023-03-01,150,48,4,259,Local-1,19.1,8,2023-07-15,Average,Flat,Flooded,163
2023-04-01,Eldoret,97,27.5,Loam,5.6,43-16-46,0.7404,39.1198,2799,2023-03-01,74,1,6,464,Hybrid-2,22.8,5,2023-07-15,Poor,Hilly,Flooded,152
2023-04-01,Nairobi,104,28.7,Clay,7.3,41-44-10,-1.4675,35.9064,2186,2023-03-01,132,30,0,411,Hybrid-1,18.3,5,2023-07-15,Average,Hilly,Normal,153
2023-04-01,Nakuru,94,20.5,Loam,6.0,44-42-34,3.9384,34.3519,1381,2023-03-01,115,24,14,379,Local-1,23.0,8,2023-07-15,Poor,Wet,Flooded,161
2023-04-01,Nairobi,71,24.1,Sandy,6.7,25-34-26,-1.6307,37.7947,1556,2023-03-01,125,54,15,431,Hybrid-2,18.5,5,2023-07-15,Average,Flat,Drought,109
2023-04-01,Mombasa,115,25.1,Clay,6.1,31-40-32,1.8615,34.9268,1365,2023-03-01,66,50,9,489,Local-1,23.3,5,2023-07-15,Poor,Hilly,Drought,141
2023-04-01,Mombasa,86,21.0,Sandy,5.6,20-25-37,-0.8418,37.3774,2535,2023-03-01,131,73,19,479,Hybrid-2,23.1,6,2023-07-15,Poor,Wet,Drought,135
2023-04-01,Kisumu,30,21.7,Loam,7.2,14-40-29,1.8242,38.0531,1176,2023-03-01,124,91,12,386,Hybrid-2,18.1,8,2023-07-15,Good,Hilly,Flooded,180
2023-04-01,Eldoret,69,27.6,Sandy,7.3,23-38-43,-1.7787,35.2367,2485,2023-03-01,141,7,4,459,Hybrid-2,21.7,6,2023-07-15,Average,Flat,Normal,122
2023-04-01,Mombasa,100,27.0,Sandy,6.0,23-15-25,3.2342,39.1504,1272,2023-03-01,74,8,18,415,Hybrid-1,24.8,6,2023-07-15,Good,Flat,Normal,199
2023-04-01,Nakuru,79,24.1,Sandy,6.7,32-45-19,2.895,37.9053,1988,2023-03-01,111,30,15,252,Hybrid-1,25.0,6,2023-07-15,Poor,Wet,Drought,190
2023-04-01,Nairobi,92,27.3,Loam,6.2,31-43-42,0.9828,36.9718,1414,2023-03-01,121,96,16,213,Local-1,18.9,6,2023-07-15,Poor,Wet,Normal,125
2023-04-01,Nakuru,43,24.7,Sandy,7.4,50-28-14,-2.492,35.3851,2503,2023-03-01,92,90,8,474,Local-1,18.3,8,2023-07-15,Good,Hilly,Flooded,105
2023-04-01,Eldoret,139,23.1,Sandy,5.9,22-14-17,2.8557,36.3181,1355,2023-03-01,148,6,12,265,Hybrid-2,20.9,8,2023-07-15,Good,Flat,Normal,199
2023-04-01,Kisumu,56,20.4,Sandy,6.8,27-38-14,-1.3886,39.0781,2636,2023-03-01,143,86,8,486,Hybrid-2,22.8,7,2023-07-15,Good,Wet,Drought,190
2023-04-01,Nairobi,39,22.8,Loam,6.9,32-14-43,-2.6836,35.8323,2977,2023-03-01,115,91,10,306,Hybrid-2,24.1,6,2023-07-15,Average,Wet,Flooded,102
2023-04-01,Kisumu,83,22.3,Loam,6.4,15-21-34,2.2121,38.4419,2001,2023-03-01,148,7,15,400,Hybrid-1,22.9,6,2023-07-15,Poor,Hilly,Flooded,186
2023-04-01,Eldoret,136,23.4,Loam,7.1,38-24-26,3.8501,35.136,2138,2023-03-01,91,80,8,273,Local-1,18.7,7,2023-07-15,Average,Flat,Drought,200
2023-04-01,Eldoret,28,25.3,Loam,7.5,30-17-14,1.2528,35.1891,2576,2023-03-01,98,89,18,245,Hybrid-2,20.8,5,2023-07-15,Poor,Flat,Drought,166
2023-04-01,Eldoret,123,29.9,Loam,6.3,47-18-38,2.3644,35.4761,1813,2023-03-01,82,20,2,339,Hybrid-2,19.3,4,2023-07-15,Poor,Wet,Normal,197
